id,label,param_1,param_2,param_3,param_4,noise_sigma
108,linear,0.8193532921727238,-0.1023696631692967,0.0,0.0,0.0591096936617443
109,linear,-1.369906634730082,-1.7650812419219546,0.0,0.0,0.1714835092695162
110,linear,1.6497951851825672,0.2233133021660398,0.0,0.0,0.1475921990718547
111,linear,-0.4867607105063389,1.62463928199222,0.0,0.0,0.0392951570143089
112,linear,-1.5707505486699185,-0.0141137858077273,0.0,0.0,0.1234463572476866
113,linear,-1.7966661522060914,2.8883226075180097,0.0,0.0,0.1319270305998857
114,linear,-0.6093054606563868,0.9751775661971988,0.0,0.0,0.0573629855498475
115,linear,-1.2056653458747677,0.7609498967052515,0.0,0.0,0.1227930789575666
116,linear,0.8326302153705405,-1.948916592863978,0.0,0.0,0.0516729711575188
117,linear,0.9919605158097876,1.8904385773125243,0.0,0.0,0.0707349331307672
118,linear,-1.4764386765980198,-0.3670697891883079,0.0,0.0,0.0833771811984454
119,linear,1.634432986222568,1.748708926845734,0.0,0.0,0.1186668058644871
120,linear,1.1720199158385216,2.0870212033419278,0.0,0.0,0.1489969787280053
121,linear,-1.32080010490917,-1.828886821088066,0.0,0.0,0.0415379616274515
122,linear,0.710834457817878,1.8868432561856032,0.0,0.0,0.0352268797502018
123,linear,-1.1477002624039905,-2.974165345993928,0.0,0.0,0.0962486404750882
124,linear,-1.218016690413651,-0.5397072785100345,0.0,0.0,0.0907326526463066
125,linear,-1.6088480102182277,-0.1906115658384957,0.0,0.0,0.0740294420374901
126,linear,1.7751934724148448,-0.5877132110575838,0.0,0.0,0.0860577005269748
127,linear,-1.0893554128031435,-2.696784068099654,0.0,0.0,0.1243145192308161
128,linear,0.9790837112670164,1.9230356631516248,0.0,0.0,0.0999247634831141
129,linear,0.946092870807552,1.067831115270268,0.0,0.0,0.0746962069789873
130,linear,-1.6247687039691003,-0.5257505142166523,0.0,0.0,0.1867611560015282
131,linear,1.3183816363428198,-2.853294954707911,0.0,0.0,0.0633022749631904
132,linear,0.9988230041785472,-1.4543243029077813,0.0,0.0,0.1139000823359604
133,linear,0.9759788907799636,0.1896775121726364,0.0,0.0,0.0723754926628576
134,linear,1.6875900259968015,-1.0070217137792905,0.0,0.0,0.0722362210226868
135,linear,0.52364803109062,2.293050421973688,0.0,0.0,0.047513330918407
136,linear,1.368280607088959,-1.0187922264136118,0.0,0.0,0.1308002583796053
137,linear,0.2171423429057117,0.7311721839260432,0.0,0.0,0.0190786108628454
138,linear,-0.236149472807853,1.457437859148493,0.0,0.0,0.0117464258067954
139,linear,0.9500605491909032,-2.568897987082594,0.0,0.0,0.0742911789039861
140,linear,-0.2722173559980723,1.6154554877893288,0.0,0.0,0.027340710754968
141,linear,-1.0772834986885689,2.434751117485561,0.0,0.0,0.0825366991862419
142,linear,0.1070929254492307,0.834163261588043,0.0,0.0,0.0121396643517641
143,linear,-0.923477997108777,-1.0748995555968752,0.0,0.0,0.0751923075590485
144,linear,-0.2148706456782338,-1.6327932806829972,0.0,0.0,0.0221487637092605
145,linear,1.3951684525443548,-2.0676172844563463,0.0,0.0,0.1220455903177509
146,linear,-1.1888381895633646,0.9599174654226852,0.0,0.0,0.1183532548291942
147,linear,-1.9262487884992248,-0.3649289207643917,0.0,0.0,0.1758688434635417
148,linear,-0.1804223930694446,-0.5164180856723948,0.0,0.0,0.0078616538391965
149,linear,1.6236088752711133,2.8242609671772776,0.0,0.0,0.1327032112119968
150,linear,1.395913690499416,-0.1651879346130709,0.0,0.0,0.1083202504831676
151,linear,1.4382445336755922,-0.7307968619419132,0.0,0.0,0.1618226351808274
152,linear,-1.7150220905336355,-0.1481662926983751,0.0,0.0,0.1758080136993529
153,linear,-0.0429392366768088,-2.15016619216257,0.0,0.0,0.0017658741625144
154,linear,-0.5051279884705946,0.9080099924402782,0.0,0.0,0.0185023657144841
155,linear,-0.6206749624046486,-0.472319233900472,0.0,0.0,0.0222035892044964
156,linear,-1.8306155440051808,-0.3303734338379627,0.0,0.0,0.1489989663202613
157,linear,-1.4763147514140038,-2.6896710500016536,0.0,0.0,0.1802323206759071
158,linear,-0.2069905817850248,-1.3230757585788624,0.0,0.0,0.0233686754331055
159,linear,0.6992510096234787,-1.419147430864094,0.0,0.0,0.0432194526290763
160,linear,-0.0215991041021883,-2.256371673354733,0.0,0.0,0.001077469325496
161,linear,0.1329992393268328,-1.9325250702231327,0.0,0.0,0.0117232885954719
162,linear,-0.4593290505761231,-0.9659535563827256,0.0,0.0,0.0271099676515744
163,linear,1.0590267517305945,2.065634145494667,0.0,0.0,0.1238905562459068
164,linear,-1.8632823562869596,1.6211216966650976,0.0,0.0,0.1996553189124296
165,linear,1.5176469339507404,-1.3779541768341657,0.0,0.0,0.1772693653932862
166,linear,1.2956494442031858,-1.4596694307890026,0.0,0.0,0.1613988612141847
167,linear,-1.5392557867429573,0.383174420827884,0.0,0.0,0.1526450081247508
168,linear,-1.2561023204971633,-1.0604046938093723,0.0,0.0,0.1074519406860109
169,linear,1.7899721801791395,-1.11169531520782,0.0,0.0,0.1106252959927734
170,linear,0.6218375708800052,-2.4358727869870176,0.0,0.0,0.0761971726195869
171,linear,-0.4563148341471406,-1.8182427442798423,0.0,0.0,0.0238550913616495
172,linear,1.1746904970257075,-2.6476879100991018,0.0,0.0,0.0814687227032196
173,linear,0.5157920686511086,0.6746359755190894,0.0,0.0,0.0529162957450698
174,linear,0.8151107781608982,-1.7738427287301672,0.0,0.0,0.0286010961053277
175,linear,0.9139274676077256,-2.740948649658693,0.0,0.0,0.0237871995218106
176,linear,1.592480322004378,2.970056503942862,0.0,0.0,0.0534644883124534
177,linear,-0.3869056682786236,-2.518336077575777,0.0,0.0,0.02025946266419
178,linear,0.7590473937763482,2.2094186416973987,0.0,0.0,0.0480280377532052
179,linear,-1.6442850277988694,-2.857460961256881,0.0,0.0,0.0514330975235555
180,linear,-1.7930010175844608,-0.1341073825621754,0.0,0.0,0.2080756669652556
181,linear,-0.5398110124609663,-2.100351132395636,0.0,0.0,0.0618599280777192
182,linear,-1.8204787100948936,1.4884257544793558,0.0,0.0,0.0598397784438733
183,linear,0.3857803974410934,1.7536250230224135,0.0,0.0,0.0395191193682831
184,linear,0.1497502934159063,-0.0773074805014699,0.0,0.0,0.0054641096971368
185,linear,-1.7255165715645644,1.1510823677139168,0.0,0.0,0.1553600024595995
186,linear,1.0244832389722975,2.986004354031815,0.0,0.0,0.042937361658364
187,linear,0.5661888133634263,1.7414589323366103,0.0,0.0,0.0505807143507292
188,linear,0.9360662391548916,1.964645115052483,0.0,0.0,0.0806312880321854
189,linear,-0.5064658269653011,2.6648618824576475,0.0,0.0,0.0390588785358721
190,linear,1.6932107610315144,2.3019976894348977,0.0,0.0,0.1335187716743772
191,linear,1.7614056501527222,2.622376349278209,0.0,0.0,0.1407444160958224
192,linear,-1.1394751276869024,-2.0207598916932774,0.0,0.0,0.0946452315735555
193,linear,0.7619822048712526,-2.9011067964230577,0.0,0.0,0.0940111767529984
194,linear,-1.3082907689322745,-1.082006594237478,0.0,0.0,0.0726785177306317
195,linear,0.4706778422145556,1.069863650410249,0.0,0.0,0.0479111366431317
196,linear,1.3070993120555148,0.2712294073358405,0.0,0.0,0.1161235590712199
197,linear,-0.1956393567843748,-0.5857747009668968,0.0,0.0,0.0203326420313751
198,linear,-0.1730176065840041,1.52076323661805,0.0,0.0,0.004975406854068
199,linear,-0.0229608927525495,-1.815107688820331,0.0,0.0,0.0026049102981633
200,linear,-0.8457879721561916,-1.5521139721348274,0.0,0.0,0.0287139890831207
201,linear,1.0399400459846104,0.4492142521664055,0.0,0.0,0.1181977420562549
202,linear,-0.188519337151928,2.5616939983950715,0.0,0.0,0.0124069020595889
203,linear,-1.7195422718232645,0.4489243874406927,0.0,0.0,0.1259598125673087
204,linear,1.2023084700612818,2.1219040140270007,0.0,0.0,0.0495433648428525
205,linear,1.9477783248155784,2.2491050928309795,0.0,0.0,0.0827232175229385
206,linear,1.5699373488386392,-1.6203118930882057,0.0,0.0,0.0674016767199557
207,linear,0.0491561708197831,1.844684258460928,0.0,0.0,0.0030385746932151
208,linear,-0.6636245613601868,-1.3677288649339836,0.0,0.0,0.0481213908694331
209,linear,-1.174908386378617,-1.8800273778274208,0.0,0.0,0.0896342677761517
210,linear,0.1003729333794551,0.91672334694789,0.0,0.0,0.0119841244497032
211,linear,1.5496915925469454,-2.7067477388947463,0.0,0.0,0.1589105036786407
212,linear,0.7675403708236122,1.1210973945988003,0.0,0.0,0.061859342327039
213,linear,0.7179408730324157,1.622372299087962,0.0,0.0,0.0915202525174674
214,linear,1.4929597454155237,1.1610325461363642,0.0,0.0,0.0442079483681353
215,linear,1.9230298716334089,1.434447774098475,0.0,0.0,0.1404609341815473
216,linear,-0.9181196824700844,-0.7697324410227959,0.0,0.0,0.0277223262746457
217,linear,-0.4790576644027822,-0.4120903109052518,0.0,0.0,0.052106286349046
218,linear,-0.3405919778953392,-2.2568587132241884,0.0,0.0,0.0229722320984896
219,linear,0.1161575739555611,-2.994060036441684,0.0,0.0,0.0048858649847565
220,linear,1.9251060959730908,0.7059614410199764,0.0,0.0,0.1691351849698837
221,linear,-0.4834997556338058,0.8926494233313265,0.0,0.0,0.0601374117978533
222,linear,1.417571163973994,-2.7931740430034235,0.0,0.0,0.1388146993147361
223,linear,0.3771777120552819,-1.7541769674364815,0.0,0.0,0.0313215618613403
224,linear,-1.3254204727800856,-1.2983931023665565,0.0,0.0,0.090457553865785
225,linear,-1.3718980106632288,-2.929145470925972,0.0,0.0,0.0697652865606816
226,linear,-1.2667273525218388,-0.1851993781672991,0.0,0.0,0.1165337929829899
227,linear,-1.6019614285381714,0.6375037167008486,0.0,0.0,0.0517556999150719
228,linear,-0.1084512713833336,0.9306833485485893,0.0,0.0,0.0050957623993805
229,linear,-1.681977747630519,1.505018000618775,0.0,0.0,0.0932616840190465
230,linear,-0.1030296742984537,0.4243836367214779,0.0,0.0,0.0059360168557196
231,linear,0.824394329571041,0.7067156183313248,0.0,0.0,0.0214676256203602
232,linear,1.5462316546651134,-2.414731759362104,0.0,0.0,0.1418737446737505
233,linear,-0.5043126388271064,-0.3238096846206533,0.0,0.0,0.0339767229030934
234,linear,0.4438347136667944,0.6528468552335651,0.0,0.0,0.0234475737344267
235,linear,1.4992926170962164,2.496349987810966,0.0,0.0,0.1684678802913486
236,linear,0.5637826885008939,1.0561137605362705,0.0,0.0,0.0334793271874489
237,linear,0.6933132296078202,-1.3763358288288368,0.0,0.0,0.0370194016181647
238,linear,-0.292817513342487,2.4066318789040606,0.0,0.0,0.0104161122814306
239,linear,-1.7453456427245455,1.9620480876479969,0.0,0.0,0.1585474001308137
240,linear,-1.719066516453187,-2.658520787229295,0.0,0.0,0.2047083009893162
241,linear,0.4165368208682847,2.9195464550945465,0.0,0.0,0.0392203512568223
242,linear,-0.0339473077886403,-1.9573386733056557,0.0,0.0,0.0010667359560012
243,linear,-0.4477858107910095,0.330061475639432,0.0,0.0,0.0157357906268314
244,linear,-1.5620506971967392,-2.4278792809028387,0.0,0.0,0.095986754005853
245,linear,1.0397055903763612,1.1733121824758488,0.0,0.0,0.0413047590838862
246,linear,-1.4698147429009492,2.724649674420045,0.0,0.0,0.0802862125621713
247,linear,1.5176936356466344,-0.1645589345575695,0.0,0.0,0.1893049201408934
248,linear,0.7844654304520513,-2.569337441635388,0.0,0.0,0.0582494948923732
249,linear,0.8164755614183239,1.918866649114129,0.0,0.0,0.0611588330102524
250,linear,-0.3157803480171517,-2.4589681410630533,0.0,0.0,0.0220382923783869
251,linear,1.770037053279227,-1.084956169396022,0.0,0.0,0.0914565952217093
252,linear,-1.7441098303669067,1.4247626711508934,0.0,0.0,0.0626594835551018
253,linear,0.0258932419935171,-1.6617832320102282,0.0,0.0,0.0031577531211297
254,linear,1.2870922374928018,-2.05439092026913,0.0,0.0,0.0464671618695835
255,linear,-0.0180346349252706,-0.8620950980583637,0.0,0.0,0.001492959809427
256,linear,0.5896432915042782,-2.189695171921352,0.0,0.0,0.0416129182257015
257,linear,-0.8530243960831285,2.197654640495834,0.0,0.0,0.1021334124669862
258,linear,-1.886624917714406,1.442672128668761,0.0,0.0,0.2267622597619237
259,linear,0.0635955849776852,-1.4897361495034065,0.0,0.0,0.0049098602713787
260,linear,1.4011347406215369,2.1646061697276267,0.0,0.0,0.0847487694155583
261,linear,1.9384295064037191,-1.5125898610129027,0.0,0.0,0.0645257800163014
262,linear,-0.6533167696105107,1.074445260717562,0.0,0.0,0.0671571553747237
263,linear,-1.9182280674289969,1.751083738746443,0.0,0.0,0.1373545298261466
264,linear,-0.2114977990246518,0.3139965014441968,0.0,0.0,0.0142448091209163
265,linear,0.7999240872890452,1.4983761043274884,0.0,0.0,0.0756796032327518
266,linear,1.4168100267799684,-0.5158345072058266,0.0,0.0,0.1187215327499999
267,linear,1.9517557156496983,2.8275678976132106,0.0,0.0,0.2329919274039359
268,linear,-0.2706988165235677,-2.348480713070681,0.0,0.0,0.0111556477258586
269,linear,-1.382221426058456,-1.178504090433678,0.0,0.0,0.1607525252836456
270,linear,0.2127945261511494,-0.9357769904450776,0.0,0.0,0.0167166368969929
271,linear,1.8933947349836229,1.8731433111071525,0.0,0.0,0.2147758392621763
272,linear,-0.9732964314313296,1.4716870329274334,0.0,0.0,0.0321764751047844
273,linear,1.215530961235494,-1.031573144634353,0.0,0.0,0.1310872683665978
274,linear,-1.983987350228884,-2.1408195735412705,0.0,0.0,0.1005938598613883
275,linear,-0.7176637502003755,2.7856958922246484,0.0,0.0,0.0638966352700786
276,linear,1.860568468229596,0.5931502206021162,0.0,0.0,0.126487565214676
277,linear,-1.7927795374405062,1.5352663849552854,0.0,0.0,0.1098610800763195
278,linear,-0.3317884664154085,2.2768011335392586,0.0,0.0,0.0104122649593254
279,linear,-0.5602692981407791,0.6649473027958184,0.0,0.0,0.0312555022786871
280,linear,-0.0518180264833727,-1.8931704949253645,0.0,0.0,0.0018233679229236
281,linear,-0.8023540207339024,-2.7156945970944086,0.0,0.0,0.0225155332591701
282,linear,1.0334891063941716,2.9534832438794947,0.0,0.0,0.1060059436854993
283,linear,1.2789070845789317,1.7961274503428326,0.0,0.0,0.1582833528183764
284,linear,0.8989448738051684,1.7747700288318748,0.0,0.0,0.0634572101262606
285,linear,-1.6605662257802627,0.0691868198258847,0.0,0.0,0.1188354616235224
286,linear,-1.00523847684854,-2.649513722672288,0.0,0.0,0.1067700182725136
287,linear,0.8178331521336677,-2.530445953898579,0.0,0.0,0.0841916013809698
288,linear,0.7925785646034265,-1.6706490036844182,0.0,0.0,0.0465233878721357
289,linear,-0.750448751191851,-1.9307588611172068,0.0,0.0,0.0207038716434924
290,linear,-0.4389654842112183,-0.4331171438223498,0.0,0.0,0.0237518813889472
291,linear,1.7424271458789655,0.7461734707033623,0.0,0.0,0.129173464411923
292,linear,0.57090125872024,0.9157682948478324,0.0,0.0,0.0500320134068954
293,linear,-1.1204398290597537,1.825751195260124,0.0,0.0,0.0786717209064421
294,linear,0.4804505157893612,-0.1977458992005925,0.0,0.0,0.030451918251138
295,linear,1.6583969774870466,1.2773177485926066,0.0,0.0,0.1208630240067399
296,linear,0.4803236266130488,-1.1336169893724606,0.0,0.0,0.0318879218158135
297,linear,1.2795404872788034,0.0678357204761699,0.0,0.0,0.0946770901529718
298,linear,-0.6159965310479425,2.537660519041048,0.0,0.0,0.0287716360518202
299,linear,-0.945801349292038,-0.9438709177330112,0.0,0.0,0.0868446646596484
300,linear,1.5029840654385875,-1.228034543539602,0.0,0.0,0.1036727042055894
301,linear,-1.4810875723803778,1.1687898674925652,0.0,0.0,0.0792356770513898
302,linear,-1.1907655246316071,-2.671355355657384,0.0,0.0,0.0473536788095175
303,linear,1.961768715701289,2.977590377634801,0.0,0.0,0.2463506768921883
304,linear,-0.5715376164135257,2.1112071344792662,0.0,0.0,0.0286576485368298
305,linear,0.2605924507835486,0.2895830509995916,0.0,0.0,0.0133227788098726
306,linear,0.6516860441283505,-0.1198140034426984,0.0,0.0,0.0768820406857487
307,linear,1.01400225378244,-2.1883084289328605,0.0,0.0,0.121641545024567
308,linear,1.3986288097842796,-1.2417739534030885,0.0,0.0,0.1718914312048617
309,linear,1.6403586965207957,-1.9139408959789657,0.0,0.0,0.1076931827808932
310,linear,-0.9031903908264004,1.3756274631623349,0.0,0.0,0.0516216444209047
311,linear,-1.122912996307636,-1.0607562630433027,0.0,0.0,0.0964531969541765
312,linear,0.9114948520904078,2.49195916613977,0.0,0.0,0.0715448005213534
313,linear,1.8041794166915577,1.7892710518304202,0.0,0.0,0.2095026572613313
314,linear,0.0413036683029366,0.0558018793489312,0.0,0.0,0.0011404575294932
315,linear,-1.8750360840374007,1.1424486526737123,0.0,0.0,0.1311868413894566
316,linear,-0.8790795648114487,2.1600389883756232,0.0,0.0,0.058027917961282
317,linear,1.1562131184285862,0.3333508052796832,0.0,0.0,0.1017557233967246
318,linear,-1.4643374253857662,-2.5823339892083665,0.0,0.0,0.11114950384536
319,linear,-1.1797976059072668,1.8373889323378885,0.0,0.0,0.0428711989975323
320,linear,-1.5460602675931527,0.4053017192891506,0.0,0.0,0.0687659019731553
321,linear,0.412818640203398,-1.941254081826603,0.0,0.0,0.0340082231380769
322,linear,1.1320513418273703,1.9687367300251195,0.0,0.0,0.0839667547765749
323,linear,0.1230256077442781,2.0770891760699266,0.0,0.0,0.0040286744661097
324,linear,-0.3083354278285011,1.89301653555274,0.0,0.0,0.0328454528077954
325,linear,-0.5785422707190491,0.6931001685489071,0.0,0.0,0.0224375557101685
326,linear,1.238316809309541,-0.5822235493769656,0.0,0.0,0.087871567250123
327,linear,-0.6229688514213918,2.639895562229955,0.0,0.0,0.055824034260255
328,linear,0.2033266601210663,0.7112414190191934,0.0,0.0,0.0064145802681483
329,linear,1.361004082511247,-2.578133168613268,0.0,0.0,0.0372823224225385
330,linear,1.3292772168701332,-1.9025808960799055,0.0,0.0,0.0432167377426618
331,linear,0.6378691000219123,2.872851926682247,0.0,0.0,0.0647976959584261
332,linear,-1.3212122710325382,1.3415695416169262,0.0,0.0,0.0600762476638284
333,linear,0.880561790265229,0.49199235273593,0.0,0.0,0.0405589190270207
334,linear,0.9864038562204868,-2.8834632716475577,0.0,0.0,0.052698893659384
335,linear,-0.9719199374061688,1.651399513159289,0.0,0.0,0.0778893068605253
336,linear,-1.4475810485250054,-1.5788363812362716,0.0,0.0,0.0413689860020726
337,linear,-1.836520040913303,-1.111872820264847,0.0,0.0,0.2115465837490119
338,linear,0.6418089539734768,0.1678791469842506,0.0,0.0,0.0382962578292433
339,linear,-1.3378739938198794,0.951164897104584,0.0,0.0,0.1696815587123511
340,linear,1.8805460449529607,-0.244823425847608,0.0,0.0,0.170142402369182
341,linear,1.9845090305544288,-2.3567349248391563,0.0,0.0,0.1056692596783511
342,linear,-0.4101036652374072,-0.5300658292215834,0.0,0.0,0.0183324470290281
343,linear,1.0527483295809752,-1.528404941344202,0.0,0.0,0.035992473134871
344,linear,-0.7315173524994472,0.9238388803015884,0.0,0.0,0.0546464288206223
345,linear,-0.9004916934999243,2.8800758696697546,0.0,0.0,0.0461885978858069
